trip_id,member_id,destination,duration_days,cost_usd,activities,start_date_clean
T2484,1027,Cancun,5,88000,"['kayaking', 'hiking', 'safari']",2023-05-10
T2485,1027,Banff,6,311000,"['kayaking', 'safari']",2024-04-18
T2486,1027,Barcelona,5,212000,['hiking'],2021-09-27
T2487,1027,Phuket,8,515000,"['kayaking', 'hiking']",2023-03-01
T2488,1027,Paris,7,494000,"['hiking', 'kayaking', 'safari']",2022-12-21
T2489,1033,Denver,9,134000,['beach'],2022-01-15
T2490,1033,Cape Town,3,289000,"['spa', 'snorkeling', 'beach']",2022-09-22
T2491,1033,Paris,6,511000,"['spa', 'snorkeling', 'beach']",2024-12-21
T2492,1033,Cancun,7,88000,"['snorkeling', 'spa']",2021-11-28
T2493,1033,Barcelona,10,192000,"['beach', 'spa', 'snorkeling']",2023-09-20
T2494,1334,Paris,4,578000,['spa'],2023-07-13
T2495,1334,Phuket,5,435000,"['spa', 'shopping', 'wine tasting']",2025-01-16
T2496,1334,Cape Town,8,305000,"['shopping', 'spa', 'wine tasting']",2022-11-12
T2497,1334,Cancun,9,67000,['shopping'],2024-08-31
T2498,1334,Rome,3,256000,"['spa', 'shopping', 'wine tasting']",2022-03-31
T2499,1787,Tokyo,8,84000,['food tour'],2024-02-28
T2500,1787,Rome,8,278000,['hiking'],2025-02-09
T2501,1787,Bali,8,98000,['food tour'],2022-03-04
T2502,1787,Rome,9,279000,"['museum tour', 'hiking', 'food tour']",2024-08-29
T2503,1787,Cape Town,4,253000,"['food tour', 'museum tour']",2022-09-11
T2504,1964,Denver,8,170000,"['spa', 'shopping']",2022-10-21
T2505,1964,Cancun,7,89000,"['shopping', 'wine tasting', 'spa']",2022-04-06
T2506,1964,Tokyo,8,115000,"['wine tasting', 'shopping']",2021-07-02
T2507,1197,Tokyo,5,109000,"['food tour', 'cultural show', 'museum tour']",2024-08-24
T2508,1197,Cape Town,6,323000,"['cultural show', 'food tour']",2025-01-21
T2509,1795,Banff,10,247000,"['beach', 'spa']",2023-07-18
T2510,1795,Cape Town,5,249000,"['beach', 'spa']",2021-09-14
T2511,1795,Tokyo,10,110000,"['spa', 'snorkeling', 'beach']",2021-12-11
T2512,1392,Cancun,10,67000,"['safari', 'kayaking', 'hiking']",2021-07-08
T2513,1392,Banff,4,261000,['safari'],2024-12-24
T2514,1392,Banff,3,240000,['kayaking'],2024-10-21
T2515,1392,Banff,6,288000,['kayaking'],2023-07-17
T2516,1868,Bali,3,119000,['kayaking'],2025-03-04
T2517,1868,Cancun,5,73000,"['safari', 'hiking', 'kayaking']",2023-10-02
T2518,1899,Barcelona,8,180000,['hiking'],2023-03-30
T2519,1899,Rome,6,274000,"['hiking', 'safari']",2025-06-16
T2520,1899,Tokyo,5,98000,['kayaking'],2024-04-21
T2521,1636,Tokyo,5,96000,"['hiking', 'kayaking']",2024-07-26
T2522,1636,Barcelona,5,188000,"['kayaking', 'hiking', 'safari']",2025-03-05
T2523,1537,Bali,4,115000,"['safari', 'hiking']",2022-11-02
T2524,1537,Tokyo,9,112000,"['kayaking', 'hiking']",2024-12-27
T2525,1537,Paris,7,438000,['safari'],2024-01-29
T2526,1537,Denver,9,145000,"['kayaking', 'hiking']",2022-05-26
T2527,1510,Cancun,3,83000,"['hiking', 'safari']",2021-09-22
T2528,1510,Tokyo,7,84000,['safari'],2022-12-24
T2529,1510,Tokyo,4,111000,"['hiking', 'kayaking']",2023-02-09
T2530,1510,Cancun,8,71000,"['hiking', 'kayaking', 'safari']",2023-11-08
T2531,1510,Tokyo,10,109000,"['hiking', 'kayaking', 'safari']",2022-03-21
T2532,1122,Tokyo,6,103000,['wine tasting'],2024-10-03
T2533,1378,Cancun,3,85000,['spa'],2024-10-29
T2534,1378,Tokyo,9,119000,"['beach', 'snorkeling']",2022-10-17
T2535,1038,Tokyo,5,115000,"['beach', 'spa']",2025-04-13
T2536,1038,Cape Town,10,299000,"['spa', 'snorkeling']",2024-10-27
T2537,1038,Denver,5,160000,"['spa', 'beach', 'snorkeling']",2023-08-13
T2538,1038,Paris,5,556000,"['beach', 'snorkeling']",2024-08-21
T2539,1038,Denver,10,166000,"['snorkeling', 'spa']",2023-06-06
T2540,1551,Cancun,10,75000,"['spa', 'wine tasting', 'shopping']",2024-09-29
T2541,1551,Paris,3,540000,"['spa', 'shopping', 'wine tasting']",2025-02-23
T2542,1528,Rome,9,253000,"['safari', 'kayaking']",2023-02-19
T2543,1528,Denver,7,131000,"['kayaking', 'safari', 'hiking']",2021-11-18
T2544,1528,Bali,4,119000,"['safari', 'hiking', 'kayaking']",2024-02-08
T2545,1162,Cancun,8,82000,['beach'],2024-11-12
T2546,1162,Tokyo,7,96000,"['beach', 'snorkeling']",2022-02-26
T2547,1162,Bali,9,94000,"['snorkeling', 'spa']",2023-11-15
T2548,1162,Bali,5,117000,"['spa', 'beach', 'snorkeling']",2025-01-22
T2549,1162,Bali,5,118000,"['spa', 'snorkeling', 'beach']",2022-04-10
T2550,1067,Cancun,4,75000,"['food tour', 'hiking', 'museum tour']",2022-11-17
T2551,1067,Denver,10,177000,"['hiking', 'food tour']",2024-05-31
T2552,1067,Bali,9,119000,"['museum tour', 'food tour']",2022-10-22
T2553,1067,Denver,9,181000,"['museum tour', 'food tour', 'hiking']",2021-10-29
T2554,1124,Tokyo,7,119000,"['wine tasting', 'spa', 'shopping']",2023-08-14
T2555,1004,Cancun,9,71000,"['hiking', 'kayaking']",2022-10-27
T2556,1699,Phuket,10,603000,['beach'],2025-02-06
T2557,1699,Bali,7,123000,"['spa', 'snorkeling']",2021-12-05
T2558,1699,Bali,3,124000,"['spa', 'beach']",2021-11-08
T2559,1699,Cape Town,5,288000,"['spa', 'snorkeling', 'beach']",2024-07-09
T2560,1764,Bali,10,96000,"['shopping', 'wine tasting']",2024-05-06
T2561,1427,Bali,3,131000,"['food tour', 'museum tour']",2025-03-02
T2562,1427,Cancun,6,89000,"['cultural show', 'museum tour', 'food tour']",2021-10-19
T2563,1919,Denver,9,138000,"['beach', 'snorkeling']",2021-07-07
T2564,1919,Rome,4,292000,"['snorkeling', 'spa']",2022-11-15
T2565,1919,Tokyo,4,91000,"['spa', 'snorkeling', 'beach']",2025-05-25
T2566,1919,Rome,4,321000,"['spa', 'beach']",2023-02-01
T2567,1755,Denver,8,147000,"['spa', 'shopping', 'wine tasting']",2022-12-22
T2568,1755,Banff,8,251000,['spa'],2021-09-01
T2569,1755,Paris,9,543000,"['shopping', 'spa']",2023-01-18
T2570,1506,Cape Town,4,311000,"['shopping', 'wine tasting', 'spa']",2025-02-06
T2571,1506,Denver,5,188000,"['shopping', 'spa', 'wine tasting']",2022-06-15
T2572,1506,Cape Town,9,234000,"['shopping', 'spa']",2023-04-10
T2573,1506,Cancun,7,73000,['shopping'],2022-10-23
T2574,1912,Rome,5,294000,"['museum tour', 'hiking']",2024-09-28
T2575,1912,Rome,3,264000,"['food tour', 'hiking', 'museum tour']",2025-01-26
T2576,1912,Barcelona,8,156000,['hiking'],2023-03-15
T2577,1912,Cape Town,5,303000,"['food tour', 'hiking']",2023-04-25
T2578,1912,Denver,3,167000,['hiking'],2024-01-19
T2579,1399,Barcelona,8,212000,"['food tour', 'hiking', 'museum tour']",2022-11-13
T2580,1399,Barcelona,4,207000,"['museum tour', 'food tour', 'hiking']",2023-06-04
T2581,1399,Tokyo,4,84000,"['food tour', 'museum tour']",2023-10-15
T2582,1950,Bali,9,113000,['food tour'],2022-01-31
T2583,1950,Phuket,3,610000,"['cultural show', 'food tour']",2025-01-23
T2584,1352,Bali,7,104000,['food tour'],2024-04-17
T2585,1352,Tokyo,5,105000,['museum tour'],2022-05-11
T2586,1352,Denver,8,130000,['food tour'],2022-03-18
T2587,1844,Tokyo,9,114000,"['snorkeling', 'beach', 'spa']",2023-11-02
T2588,1844,Tokyo,9,111000,['beach'],2024-10-01
T2589,1844,Denver,10,138000,"['snorkeling', 'beach', 'spa']",2023-01-09
T2590,1704,Bali,3,105000,"['safari', 'hiking', 'kayaking']",2023-03-26
T2591,1704,Bali,10,103000,"['hiking', 'kayaking']",2022-06-09
T2592,1704,Cancun,8,90000,"['safari', 'kayaking']",2024-12-15
T2593,1704,Cancun,10,73000,"['kayaking', 'safari', 'hiking']",2023-05-16
T2594,1260,Denver,10,152000,['snorkeling'],2023-03-30
T2595,1260,Tokyo,7,100000,"['snorkeling', 'beach', 'spa']",2023-04-29
T2596,1260,Banff,5,324000,['spa'],2024-12-17
T2597,1260,Cape Town,6,232000,"['spa', 'beach']",2025-03-28
T2598,1333,Phuket,5,516000,"['beach', 'snorkeling']",2023-03-20
T2599,1333,Paris,6,437000,['spa'],2025-03-28
T2600,1153,Cancun,5,82000,"['beach', 'spa', 'snorkeling']",2023-12-30
T2601,1396,Tokyo,8,109000,['safari'],2022-04-25
T2602,1396,Bali,9,115000,"['kayaking', 'safari']",2022-11-22
T2603,1396,Denver,7,132000,['kayaking'],2021-09-12
T2604,1501,Cancun,9,79000,['hiking'],2023-02-18
T2605,1501,Banff,8,281000,['hiking'],2021-06-30
T2606,1373,Banff,8,290000,"['food tour', 'hiking', 'museum tour']",2024-06-20
T2607,1312,Bali,6,119000,['cultural show'],2025-02-07
T2608,1312,Cape Town,9,284000,"['cultural show', 'museum tour', 'food tour']",2022-08-03
T2609,1312,Phuket,6,542000,"['museum tour', 'food tour', 'cultural show']",2023-07-07
T2610,1312,Phuket,7,433000,"['museum tour', 'cultural show']",2022-09-29
T2611,1042,Bali,8,116000,['kayaking'],2025-01-08
T2612,1042,Rome,6,241000,"['hiking', 'kayaking']",2024-10-18
T2613,1763,Rome,6,248000,['food tour'],2024-09-28
T2614,1763,Denver,4,191000,"['museum tour', 'food tour']",2023-09-19
T2615,1763,Cancun,4,89000,['hiking'],2023-10-05
T2616,1763,Banff,7,260000,"['food tour', 'hiking']",2022-10-22
T2617,1522,Barcelona,6,203000,['shopping'],2023-04-16
T2618,1522,Banff,10,324000,['shopping'],2021-09-04
T2619,1522,Tokyo,9,98000,"['wine tasting', 'spa', 'shopping']",2024-07-22
T2620,1522,Tokyo,6,112000,"['spa', 'wine tasting', 'shopping']",2022-10-14
T2621,1522,Bali,3,108000,"['shopping', 'spa']",2024-09-08
T2622,1902,Cape Town,5,320000,"['shopping', 'spa', 'wine tasting']",2022-04-23
T2623,1902,Denver,5,157000,['spa'],2023-03-19
T2624,1902,Tokyo,4,90000,"['shopping', 'wine tasting', 'spa']",2022-05-13
T2625,1851,Barcelona,8,199000,"['spa', 'beach']",2023-08-11
T2626,1851,Bali,4,123000,"['spa', 'beach', 'snorkeling']",2023-07-14
T2627,1851,Paris,7,435000,"['beach', 'spa']",2024-03-19
T2628,1851,Banff,7,342000,"['snorkeling', 'spa', 'beach']",2022-06-15
T2629,1807,Cape Town,7,245000,"['museum tour', 'food tour']",2023-05-25
T2630,1807,Paris,5,586000,['food tour'],2022-01-08
T2631,1807,Denver,6,135000,['hiking'],2023-08-22
T2632,1807,Bali,8,130000,"['food tour', 'hiking', 'museum tour']",2023-03-02
T2633,1727,Cape Town,10,309000,"['snorkeling', 'spa', 'beach']",2025-05-28
T2634,1727,Cancun,8,89000,"['snorkeling', 'beach', 'spa']",2023-03-11
T2635,1727,Cancun,5,89000,"['beach', 'snorkeling', 'spa']",2025-06-02
T2636,1727,Bali,10,90000,"['beach', 'snorkeling']",2021-12-09
T2637,1727,Bali,4,128000,"['spa', 'beach', 'snorkeling']",2024-07-15
T2638,1841,Barcelona,4,187000,['museum tour'],2025-04-19
T2639,1841,Cancun,8,92000,['museum tour'],2023-05-09
T2640,1650,Bali,9,97000,"['beach', 'snorkeling']",2022-07-12
T2641,1650,Banff,3,322000,['beach'],2024-02-18
T2642,1650,Tokyo,9,95000,"['spa', 'beach', 'snorkeling']",2025-06-01
T2643,1650,Cape Town,3,294000,"['snorkeling', 'beach', 'spa']",2024-12-07
T2644,1797,Bali,4,119000,['safari'],2024-02-21
T2645,1797,Barcelona,5,155000,['kayaking'],2022-10-06
T2646,1797,Banff,7,286000,"['hiking', 'kayaking', 'safari']",2022-03-31
T2647,1773,Bali,6,128000,"['spa', 'beach', 'snorkeling']",2024-11-21
T2648,1773,Denver,4,178000,"['snorkeling', 'spa', 'beach']",2023-09-09
T2649,1887,Tokyo,7,86000,"['wine tasting', 'spa']",2023-12-26
T2650,1887,Denver,9,172000,['spa'],2023-08-18
T2651,1887,Rome,6,307000,"['spa', 'wine tasting', 'shopping']",2024-02-07
T2652,1887,Rome,5,266000,"['shopping', 'spa']",2023-06-04
T2653,1887,Banff,6,263000,"['wine tasting', 'shopping', 'spa']",2021-09-10
T2654,1445,Denver,6,170000,['beach'],2022-05-20
T2655,1272,Barcelona,7,202000,"['kayaking', 'safari']",2022-04-07
T2656,1272,Denver,9,155000,"['hiking', 'kayaking']",2024-12-09
T2657,1272,Rome,5,316000,"['hiking', 'safari', 'kayaking']",2023-11-28
T2658,1272,Cape Town,4,333000,"['kayaking', 'safari', 'hiking']",2022-09-19
T2659,1272,Bali,9,127000,['kayaking'],2024-04-22
T2660,1882,Paris,5,543000,"['safari', 'kayaking']",2024-05-23
T2661,1519,Denver,9,162000,"['hiking', 'safari', 'kayaking']",2022-02-25
T2662,1519,Denver,9,175000,['safari'],2025-01-04
T2663,1519,Cancun,7,82000,['hiking'],2025-06-24
T2664,1377,Bali,7,103000,"['kayaking', 'hiking']",2024-10-01
T2665,1377,Cancun,9,91000,"['kayaking', 'safari']",2024-04-04
T2666,1377,Tokyo,6,103000,"['hiking', 'safari', 'kayaking']",2023-02-11
T2667,1377,Cancun,10,89000,['safari'],2023-10-03
T2668,1498,Rome,5,271000,"['safari', 'hiking', 'kayaking']",2025-04-17
T2669,1498,Tokyo,5,98000,"['hiking', 'safari', 'kayaking']",2021-09-25
T2670,1498,Tokyo,4,90000,"['hiking', 'safari', 'kayaking']",2025-05-23
T2671,1498,Banff,5,285000,"['kayaking', 'hiking', 'safari']",2021-12-02
T2672,1498,Rome,8,293000,"['kayaking', 'safari', 'hiking']",2022-09-18
T2673,1932,Denver,10,159000,"['kayaking', 'safari']",2025-04-03
T2674,1932,Denver,10,140000,['kayaking'],2023-09-19
T2675,1932,Denver,6,176000,"['hiking', 'safari']",2025-01-10
T2676,1825,Phuket,5,510000,"['snorkeling', 'spa', 'beach']",2025-06-17
T2677,1825,Bali,5,124000,"['snorkeling', 'spa']",2022-03-03
T2678,1825,Denver,8,152000,['snorkeling'],2025-03-31
T2679,1632,Paris,5,419000,['museum tour'],2025-06-16
T2680,1632,Rome,5,296000,['cultural show'],2023-06-28
T2681,1097,Barcelona,5,192000,['kayaking'],2023-06-13
T2682,1097,Tokyo,10,103000,['hiking'],2022-04-08
T2683,1097,Denver,4,173000,['kayaking'],2022-06-05
T2684,1097,Denver,4,141000,['hiking'],2022-11-21
T2685,1128,Bali,10,88000,"['cultural show', 'food tour']",2022-06-23
T2686,1544,Tokyo,10,92000,"['spa', 'shopping']",2025-02-25
T2687,1544,Bali,6,107000,"['wine tasting', 'spa', 'shopping']",2023-04-20
T2688,1544,Bali,10,130000,['spa'],2023-08-11
T2689,1379,Cape Town,8,289000,"['safari', 'hiking', 'kayaking']",2022-04-18
T2690,1379,Tokyo,8,90000,"['safari', 'kayaking']",2023-04-18
T2691,1379,Cancun,3,72000,"['hiking', 'safari', 'kayaking']",2021-10-21
T2692,1379,Rome,8,317000,"['hiking', 'kayaking', 'safari']",2022-05-16
T2693,1379,Phuket,8,611000,"['safari', 'hiking', 'kayaking']",2025-04-17
T2694,1203,Cancun,10,78000,['shopping'],2022-10-04
T2695,1203,Denver,7,162000,"['shopping', 'wine tasting']",2021-11-16
T2696,1343,Cancun,10,92000,"['beach', 'spa']",2023-09-08
T2697,1343,Rome,8,292000,"['beach', 'snorkeling']",2023-06-29
T2698,1343,Tokyo,10,98000,"['snorkeling', 'beach']",2022-07-11
T2699,1343,Cancun,5,72000,"['spa', 'snorkeling']",2021-10-20
T2700,1733,Cancun,3,70000,"['safari', 'kayaking']",2023-11-03
T2701,1733,Banff,8,296000,['safari'],2025-06-13
T2702,1733,Barcelona,10,144000,['hiking'],2023-12-14
T2703,1866,Cancun,4,74000,['safari'],2023-12-27
T2704,1866,Tokyo,3,92000,['safari'],2024-12-31
T2705,1866,Tokyo,5,95000,['kayaking'],2023-12-25
T2706,1866,Bali,3,129000,"['kayaking', 'hiking', 'safari']",2025-04-09
T2707,1866,Bali,7,121000,['hiking'],2022-06-16
T2708,1518,Barcelona,10,195000,['snorkeling'],2024-08-06
T2709,1518,Bali,5,91000,['beach'],2022-12-04
T2710,1518,Tokyo,3,101000,"['snorkeling', 'beach']",2022-07-15
T2711,1784,Bali,6,127000,"['food tour', 'cultural show', 'museum tour']",2023-02-06
T2712,1784,Bali,8,114000,['cultural show'],2021-09-09
T2713,1784,Tokyo,4,100000,"['cultural show', 'food tour']",2022-04-13
T2714,1488,Denver,9,144000,"['snorkeling', 'beach', 'spa']",2023-02-25
T2715,1488,Tokyo,8,105000,"['snorkeling', 'beach', 'spa']",2023-01-10
T2716,1488,Bali,6,106000,"['spa', 'beach', 'snorkeling']",2023-11-07
T2717,1237,Cape Town,3,253000,['shopping'],2024-10-03
T2718,1237,Cape Town,8,310000,['spa'],2023-08-15
T2719,1549,Bali,6,96000,['hiking'],2021-09-04
T2720,1549,Barcelona,5,176000,"['hiking', 'kayaking', 'safari']",2024-03-25
T2721,1549,Rome,6,224000,['hiking'],2023-05-29
T2722,1400,Denver,8,160000,['museum tour'],2024-03-15
T2723,1400,Barcelona,9,186000,['museum tour'],2023-04-06
T2724,1400,Denver,9,143000,['hiking'],2024-05-05
T2725,1570,Denver,8,166000,"['kayaking', 'safari', 'hiking']",2024-07-17
T2726,1570,Tokyo,4,105000,"['safari', 'kayaking']",2021-10-16
T2727,1232,Tokyo,3,85000,"['snorkeling', 'beach', 'spa']",2024-08-29
T2728,1442,Cape Town,6,324000,"['kayaking', 'hiking', 'safari']",2023-09-03
T2729,1442,Denver,3,155000,"['kayaking', 'safari', 'hiking']",2021-10-03
T2730,1098,Bali,3,124000,['safari'],2022-11-14
T2731,1098,Barcelona,9,185000,['safari'],2025-01-18
T2732,1098,Barcelona,10,164000,"['hiking', 'safari']",2022-09-30
T2733,1098,Tokyo,10,100000,"['kayaking', 'hiking']",2023-05-11
T2734,1098,Bali,6,89000,['kayaking'],2022-07-27
T2735,1880,Barcelona,7,209000,"['kayaking', 'safari', 'hiking']",2025-03-07
T2736,1983,Rome,10,252000,['wine tasting'],2021-10-29
T2737,1983,Rome,5,270000,"['spa', 'wine tasting', 'shopping']",2025-03-20
T2738,1983,Cape Town,10,304000,"['wine tasting', 'spa', 'shopping']",2023-07-01
T2739,1983,Rome,5,215000,['spa'],2023-04-16
T2740,1511,Denver,3,129000,['wine tasting'],2022-04-22
T2741,1511,Rome,5,276000,"['spa', 'shopping', 'wine tasting']",2022-08-29
T2742,1698,Cape Town,8,258000,"['food tour', 'cultural show']",2021-07-13
T2743,1698,Cape Town,7,276000,"['cultural show', 'museum tour', 'food tour']",2024-11-20
T2744,1698,Rome,4,247000,"['food tour', 'museum tour']",2023-03-24
T2745,1698,Barcelona,10,175000,"['museum tour', 'cultural show']",2023-10-06
T2746,1698,Phuket,5,582000,"['museum tour', 'cultural show', 'food tour']",2023-08-14
T2747,1217,Barcelona,4,178000,['safari'],2023-08-01
T2748,1217,Cape Town,7,253000,"['safari', 'kayaking', 'hiking']",2022-04-11
T2749,1217,Rome,8,241000,"['kayaking', 'safari']",2022-02-27
T2750,1217,Denver,4,151000,"['kayaking', 'hiking', 'safari']",2024-03-25
T2751,1360,Denver,6,168000,"['food tour', 'museum tour', 'hiking']",2022-06-16
T2752,1360,Banff,5,325000,"['museum tour', 'hiking', 'food tour']",2025-01-27
T2753,1360,Paris,9,464000,['museum tour'],2023-06-10
T2754,1360,Cape Town,5,313000,"['museum tour', 'food tour', 'hiking']",2025-04-18
T2755,1360,Tokyo,7,114000,['hiking'],2024-08-26
T2756,1558,Tokyo,8,112000,['food tour'],2024-05-11
T2757,1558,Bali,8,130000,['museum tour'],2025-02-07
T2758,1743,Barcelona,9,195000,"['beach', 'spa']",2025-06-27
T2759,1743,Cancun,3,70000,"['spa', 'snorkeling']",2023-04-04
T2760,1743,Paris,7,446000,['beach'],2021-12-06
T2761,1743,Denver,10,150000,"['snorkeling', 'spa', 'beach']",2024-05-07
T2762,1963,Cancun,7,86000,['museum tour'],2024-02-23
T2763,1963,Cancun,3,95000,"['museum tour', 'food tour']",2024-06-19
T2764,1963,Cancun,4,67000,"['food tour', 'museum tour']",2024-01-24
T2765,1963,Cancun,10,82000,"['museum tour', 'cultural show']",2021-12-06
T2766,1963,Cancun,4,94000,"['cultural show', 'museum tour', 'food tour']",2022-07-02
T2767,1225,Cape Town,4,322000,"['museum tour', 'food tour']",2025-01-09
T2768,1018,Tokyo,7,89000,"['food tour', 'cultural show']",2023-09-15
T2769,1018,Barcelona,4,202000,"['food tour', 'cultural show', 'museum tour']",2022-05-10
T2770,1018,Bali,7,101000,['cultural show'],2023-12-24
T2771,1018,Cancun,8,94000,"['museum tour', 'cultural show', 'food tour']",2023-09-19
T2772,1018,Denver,4,152000,['cultural show'],2022-01-28
T2773,1168,Cancun,6,88000,"['hiking', 'kayaking', 'safari']",2023-01-17
T2774,1292,Tokyo,8,103000,"['hiking', 'safari', 'kayaking']",2023-11-29
T2775,1612,Phuket,4,481000,['kayaking'],2023-05-14
T2776,1612,Banff,10,328000,"['kayaking', 'hiking', 'safari']",2023-08-11
T2777,1612,Tokyo,10,105000,"['hiking', 'safari']",2024-03-28
T2778,1612,Barcelona,4,192000,['hiking'],2023-04-23
T2779,1397,Cape Town,5,234000,"['safari', 'hiking', 'kayaking']",2021-09-24
T2780,1397,Denver,9,185000,"['kayaking', 'hiking', 'safari']",2023-07-02
T2781,1397,Barcelona,7,202000,"['kayaking', 'hiking']",2022-12-18
T2782,1397,Cape Town,8,243000,"['hiking', 'kayaking']",2023-12-15
T2783,1397,Cape Town,6,233000,"['kayaking', 'safari']",2025-01-09
T2784,1540,Paris,3,555000,"['safari', 'kayaking', 'hiking']",2024-09-20
T2785,1540,Barcelona,3,203000,['safari'],2024-11-17
T2786,1540,Banff,9,239000,"['kayaking', 'hiking', 'safari']",2024-12-10
T2787,1540,Phuket,9,436000,"['safari', 'hiking']",2022-07-03
T2788,1540,Banff,3,285000,"['kayaking', 'hiking', 'safari']",2025-02-25
T2789,1328,Cancun,7,65000,['spa'],2023-02-20
T2790,1328,Cancun,10,79000,"['spa', 'beach']",2024-06-05
T2791,1328,Bali,8,101000,"['spa', 'beach']",2022-09-20
T2792,1780,Cancun,7,65000,['beach'],2021-11-11
T2793,1780,Cancun,3,67000,"['beach', 'spa', 'snorkeling']",2022-11-13
T2794,1780,Cancun,8,66000,['snorkeling'],2025-03-22
T2795,1780,Cancun,4,88000,"['spa', 'snorkeling', 'beach']",2022-04-29
T2796,1631,Cancun,10,95000,"['kayaking', 'hiking', 'safari']",2021-12-30
T2797,1631,Phuket,8,482000,"['kayaking', 'hiking', 'safari']",2021-07-06
T2798,1631,Paris,8,514000,"['hiking', 'kayaking', 'safari']",2025-05-28
T2799,1093,Denver,7,152000,"['safari', 'hiking', 'kayaking']",2023-06-09
T2800,1093,Denver,6,192000,"['hiking', 'kayaking', 'safari']",2023-03-26
T2801,1093,Barcelona,8,169000,['kayaking'],2022-08-01
T2802,1093,Denver,7,129000,"['safari', 'hiking', 'kayaking']",2024-07-13
T2803,1093,Tokyo,9,83000,"['hiking', 'safari']",2024-04-14
T2804,1213,Cancun,10,71000,['beach'],2021-12-08
T2805,1213,Bali,7,101000,"['snorkeling', 'beach', 'spa']",2022-03-28
T2806,1337,Cancun,8,75000,"['spa', 'beach']",2024-06-04
T2807,1337,Cancun,10,75000,"['beach', 'spa']",2021-09-19
T2808,1337,Cancun,5,78000,"['spa', 'beach', 'snorkeling']",2023-02-04
T2809,1425,Rome,4,295000,"['hiking', 'kayaking']",2022-03-24
T2810,1425,Cape Town,4,294000,"['hiking', 'safari']",2023-02-09
T2811,1425,Rome,9,241000,"['safari', 'kayaking']",2022-09-03
T2812,1808,Cancun,8,75000,['museum tour'],2023-05-11
T2813,1808,Bali,5,116000,"['food tour', 'museum tour', 'hiking']",2021-09-15
T2814,1808,Tokyo,9,108000,"['museum tour', 'food tour', 'hiking']",2021-10-26
T2815,1115,Tokyo,9,85000,['beach'],2021-07-25
T2816,1115,Cape Town,5,225000,['spa'],2021-09-03
T2817,1158,Tokyo,10,120000,['snorkeling'],2025-02-28
T2818,1158,Denver,3,189000,['beach'],2022-06-11
T2819,1158,Bali,8,128000,"['snorkeling', 'spa', 'beach']",2023-07-31
T2820,1158,Denver,3,186000,"['spa', 'beach']",2023-07-04
T2821,1158,Tokyo,6,84000,"['spa', 'beach']",2024-09-24
T2822,1994,Denver,7,178000,['kayaking'],2024-07-26
T2823,1994,Tokyo,3,104000,"['safari', 'kayaking']",2025-01-19
T2824,1112,Tokyo,4,93000,['safari'],2021-12-01
T2825,1112,Cape Town,7,238000,['hiking'],2025-06-16
T2826,1112,Rome,3,309000,"['kayaking', 'safari', 'hiking']",2023-10-20
T2827,1112,Denver,4,173000,"['hiking', 'safari']",2021-07-10
T2828,1036,Bali,10,120000,['hiking'],2021-08-08
T2829,1036,Tokyo,3,93000,"['kayaking', 'safari']",2022-05-31
T2830,1036,Cape Town,8,261000,['hiking'],2023-02-10
T2831,1105,Tokyo,4,106000,['hiking'],2021-12-13
T2832,1105,Tokyo,8,117000,"['kayaking', 'hiking', 'safari']",2025-03-10
T2833,1362,Denver,10,183000,['spa'],2023-11-29
T2834,1362,Denver,5,192000,"['wine tasting', 'shopping']",2021-09-25
T2835,1362,Denver,10,186000,['spa'],2024-08-12
T2836,1362,Cancun,3,73000,"['shopping', 'wine tasting', 'spa']",2022-06-26
T2837,1362,Denver,6,178000,['wine tasting'],2024-04-23
T2838,1365,Banff,4,333000,['museum tour'],2023-12-26
T2839,1441,Denver,7,187000,['food tour'],2023-03-17
T2840,1565,Denver,10,132000,['beach'],2023-07-09
T2841,1565,Rome,5,282000,"['beach', 'snorkeling', 'spa']",2023-05-22
T2842,1351,Cancun,7,67000,['food tour'],2024-06-18
T2843,1351,Rome,3,276000,"['museum tour', 'food tour', 'cultural show']",2023-10-17
T2844,1351,Phuket,7,474000,['food tour'],2022-07-16
T2845,1351,Banff,7,268000,"['cultural show', 'museum tour']",2023-12-02
T2846,1351,Denver,10,132000,['museum tour'],2021-09-06
T2847,1978,Rome,5,241000,"['food tour', 'cultural show']",2022-05-18
T2848,1978,Rome,8,300000,['food tour'],2023-02-23
T2849,1249,Tokyo,9,108000,"['shopping', 'wine tasting']",2022-04-26
T2850,1854,Tokyo,10,90000,"['hiking', 'safari']",2022-06-01
T2851,1801,Cancun,7,95000,"['beach', 'snorkeling']",2023-08-03
T2852,1801,Denver,10,174000,"['spa', 'snorkeling']",2023-02-20
T2853,1801,Bali,7,116000,"['beach', 'spa']",2022-09-14
T2854,1801,Rome,4,247000,['beach'],2023-01-12
T2855,1406,Rome,6,296000,"['safari', 'hiking', 'kayaking']",2022-01-22
T2856,1406,Denver,8,134000,"['kayaking', 'safari', 'hiking']",2022-06-06
T2857,1858,Cancun,3,66000,['beach'],2025-05-18
T2858,1164,Tokyo,3,81000,"['snorkeling', 'beach', 'spa']",2023-04-18
T2859,1164,Tokyo,3,110000,"['beach', 'spa', 'snorkeling']",2025-03-02
T2860,1881,Barcelona,8,177000,['kayaking'],2024-09-14
T2861,1881,Cape Town,4,312000,['kayaking'],2022-11-08
T2862,1881,Cancun,8,73000,"['kayaking', 'safari']",2022-06-04
