trip_id,member_id,destination,start_date,duration_days,cost_usd,activities
T1816,1368,Rome,2023-12-11,7,232000,beach
T1817,1878,Banff,04/28/2025,8,229000,"shopping, wine tasting"
T1818,1878,Cape Town,02/17/2025,6,225000,"spa, shopping, wine tasting"
T1819,1074,Tokyo,2023-07-11,3,103000,"spa, beach"
T1820,1074,Tokyo,2024-09-08,7,104000,beach
T1821,1074,Denver,"October 21, 2024",9,129000,"snorkeling, spa"
T1822,1074,Cancun,06/17/2023,9,67000,"beach, spa"
T1823,1218,Cape Town,2022-09-24,5,316000,hiking
T1824,1218,Cancun,09/05/2021,4,71000,"safari, hiking, kayaking"
T1825,1530,Barcelona,"February 05, 2024",3,154000,"spa, beach, snorkeling"
T1826,1530,Cancun,2023-04-30,8,75000,beach
T1827,1530,Rome,"November 11, 2021",9,263000,"spa, snorkeling, beach"
T1828,1530,Tokyo,2021-12-11,8,83000,"beach, snorkeling, spa"
T1829,1530,Tokyo,"June 27, 2022",10,99000,snorkeling
T1830,1265,Barcelona,"July 09, 2021",3,153000,"beach, spa, snorkeling"
T1831,1622,Phuket,02/07/2025,4,437000,"safari, kayaking"
T1832,1622,Cape Town,"August 04, 2024",10,263000,"hiking, kayaking, safari"
T1833,1622,Barcelona,2022-06-22,5,183000,"kayaking, safari"
T1834,1110,Barcelona,"June 27, 2025",3,198000,"museum tour, hiking"
T1835,1110,Barcelona,"July 12, 2023",10,198000,hiking
T1836,1110,Cancun,2021-10-02,9,88000,"museum tour, food tour"
T1837,1110,Bali,03/15/2023,7,113000,"food tour, hiking, museum tour"
T1838,1110,Bali,2022-07-30,3,113000,"museum tour, food tour"
T1839,1408,Bali,2022-11-25,4,121000,"spa, wine tasting, shopping"
T1840,1408,Banff,2024-07-20,4,319000,"shopping, spa"
T1841,1408,Cape Town,"September 16, 2024",4,279000,"wine tasting, spa, shopping"
T1842,1408,Barcelona,2022-06-17,6,194000,"spa, shopping"
T1843,1985,Rome,08/23/2022,3,300000,"snorkeling, spa, beach"
T1844,1985,Banff,07/07/2021,7,332000,"snorkeling, beach"
T1845,1985,Denver,04/01/2023,8,181000,snorkeling
T1846,1985,Tokyo,2022-03-18,6,102000,"beach, snorkeling, spa"
T1847,1688,Rome,2023-11-03,4,272000,hiking
T1848,1185,Tokyo,"October 23, 2023",7,120000,food tour
T1849,1185,Tokyo,06/27/2023,4,85000,food tour
T1850,1185,Rome,"April 21, 2023",8,223000,"hiking, museum tour, food tour"
T1851,1286,Bali,2021-11-24,3,124000,"safari, kayaking, hiking"
T1852,1286,Banff,"April 24, 2022",8,240000,safari
T1853,1286,Paris,2022-06-23,3,592000,safari
T1854,1286,Phuket,07/29/2021,5,436000,"hiking, safari, kayaking"
T1855,1286,Barcelona,02/10/2023,5,204000,"hiking, kayaking"
T1856,1587,Cancun,06/21/2023,5,75000,"food tour, hiking"
T1857,1587,Cape Town,2024-01-22,5,265000,museum tour
T1858,1587,Cape Town,05/14/2024,7,310000,"museum tour, hiking"
T1859,1587,Phuket,09/03/2023,3,561000,"museum tour, food tour, hiking"
T1860,1587,Tokyo,02/20/2022,4,95000,"food tour, museum tour"
T1861,1366,Denver,02/19/2023,3,185000,"shopping, spa"
T1862,1366,Cape Town,06/06/2025,10,320000,spa
T1863,1366,Tokyo,02/20/2022,6,105000,"spa, shopping"
T1864,1452,Cancun,02/07/2025,5,90000,"food tour, museum tour"
T1865,1452,Cancun,2024-03-01,6,89000,"museum tour, food tour"
T1866,1708,Cancun,09/20/2021,3,70000,safari
T1867,1061,Bali,2023-04-18,3,88000,"wine tasting, shopping, spa"
T1868,1061,Banff,05/11/2022,8,292000,"spa, wine tasting"
T1869,1061,Denver,"November 23, 2023",3,131000,spa
T1870,1061,Tokyo,2022-10-16,6,83000,"shopping, spa, wine tasting"
T1871,1061,Denver,03/16/2024,8,186000,"spa, shopping, wine tasting"
T1872,1971,Cancun,"March 08, 2023",4,68000,"kayaking, hiking, safari"
T1873,1664,Rome,11/23/2024,3,264000,"snorkeling, spa"
T1874,1664,Barcelona,01/10/2022,10,159000,"spa, snorkeling"
T1875,1664,Tokyo,"June 03, 2022",3,88000,"spa, beach, snorkeling"
T1876,1664,Tokyo,06/10/2022,10,98000,"snorkeling, spa, beach"
T1877,1664,Denver,04/05/2023,10,151000,snorkeling
T1878,1439,Cancun,"August 24, 2024",6,91000,"spa, snorkeling, beach"
T1879,1439,Bali,"September 09, 2022",10,108000,"snorkeling, beach, spa"
T1880,1675,Tokyo,"August 12, 2022",3,107000,"beach, spa"
T1881,1675,Cancun,2024-12-31,3,74000,"beach, spa"
T1882,1675,Banff,2023-05-17,3,231000,beach
T1883,1675,Barcelona,"June 08, 2022",4,210000,"beach, snorkeling"
T1884,1675,Cape Town,06/28/2025,9,247000,snorkeling
T1885,1997,Cancun,2025-01-09,8,70000,kayaking
T1886,1997,Barcelona,"October 20, 2021",7,160000,"kayaking, safari"
T1887,1997,Denver,2023-06-02,4,153000,"kayaking, hiking, safari"
T1888,1997,Barcelona,03/07/2022,8,193000,"hiking, safari"
T1889,1809,Bali,05/03/2025,4,96000,safari
T1890,1809,Tokyo,04/16/2024,3,92000,"safari, kayaking"
T1891,1809,Denver,06/27/2022,8,146000,hiking
T1892,1809,Denver,2024-09-19,3,171000,safari
T1893,1809,Tokyo,"August 04, 2022",9,108000,hiking
T1894,1742,Cancun,2024-02-04,10,69000,"kayaking, safari, hiking"
T1895,1742,Bali,2022-05-22,6,105000,"safari, kayaking, hiking"
T1896,1838,Bali,2023-11-08,8,111000,"beach, snorkeling, spa"
T1897,1838,Cancun,"January 09, 2022",7,90000,"beach, snorkeling"
T1898,1838,Bali,"December 21, 2022",9,120000,spa
T1899,1838,Tokyo,2022-11-13,6,110000,"spa, beach, snorkeling"
T1900,1307,Denver,09/25/2021,3,151000,spa
T1901,1307,Rome,02/25/2023,3,297000,spa
T1902,1307,Barcelona,04/26/2025,6,152000,wine tasting
T1903,1850,Cancun,01/08/2022,5,84000,food tour
T1904,1850,Bali,2021-10-25,3,119000,cultural show
T1905,1134,Bali,03/25/2023,8,110000,"hiking, kayaking"
T1906,1592,Denver,2024-10-21,7,159000,"beach, snorkeling"
T1907,1592,Barcelona,2021-07-28,9,203000,"snorkeling, beach"
T1908,1769,Banff,2022-12-10,5,308000,"snorkeling, spa, beach"
T1909,1769,Cancun,2023-10-14,4,80000,"snorkeling, spa"
T1910,1769,Cape Town,"February 19, 2025",5,314000,"spa, snorkeling"
T1911,1769,Cape Town,"May 07, 2025",3,283000,snorkeling
T1912,1718,Banff,05/25/2024,9,263000,kayaking
T1913,1718,Rome,09/27/2022,9,260000,"safari, hiking, kayaking"
T1914,1057,Tokyo,2023-11-23,3,85000,safari
T1915,1674,Barcelona,"April 21, 2023",7,203000,safari
T1916,1672,Cape Town,02/20/2024,3,312000,"shopping, wine tasting, spa"
T1917,1757,Cancun,"April 06, 2022",5,64000,"food tour, museum tour, cultural show"
T1918,1757,Bali,"July 14, 2024",7,112000,cultural show
T1919,1757,Bali,07/22/2023,4,103000,"museum tour, food tour, cultural show"
T1920,1965,Barcelona,"December 23, 2022",7,196000,"museum tour, hiking, food tour"
T1921,1318,Tokyo,"October 29, 2023",10,111000,"spa, snorkeling"
T1922,1318,Denver,2024-03-17,8,171000,"spa, snorkeling, beach"
T1923,1291,Cancun,2023-06-05,5,85000,safari
T1924,1046,Banff,2022-04-23,4,262000,"hiking, safari"
T1925,1046,Tokyo,03/13/2023,3,100000,hiking
T1926,1277,Barcelona,"August 14, 2022",9,191000,"beach, snorkeling, spa"
T1927,1277,Banff,"September 14, 2024",4,314000,"snorkeling, beach, spa"
T1928,1277,Cape Town,2025-04-11,9,271000,"spa, beach"
T1929,1277,Cape Town,"January 09, 2024",4,276000,"beach, snorkeling, spa"
T1930,1846,Cancun,"October 26, 2024",7,95000,cultural show
T1931,1931,Rome,2023-06-14,9,293000,cultural show
T1932,1931,Cape Town,05/13/2023,7,262000,"museum tour, cultural show, food tour"
T1933,1224,Banff,2022-08-07,8,330000,"spa, beach"
T1934,1224,Cape Town,10/09/2022,7,298000,"beach, snorkeling"
T1935,1535,Cancun,08/30/2022,7,93000,"safari, hiking, kayaking"
T1936,1280,Cancun,10/04/2024,6,86000,kayaking
T1937,1280,Tokyo,06/24/2024,7,81000,"hiking, safari"
T1938,1280,Cancun,2023-03-06,9,87000,hiking
T1939,1000,Banff,2022-12-10,5,311000,hiking
T1940,1000,Cancun,05/10/2023,10,92000,"hiking, kayaking, safari"
T1941,1000,Phuket,"August 06, 2024",5,424000,safari
T1942,1000,Banff,07/21/2024,9,276000,hiking
T1943,1000,Cancun,"May 30, 2025",3,90000,"kayaking, safari, hiking"
T1944,1449,Cancun,"April 01, 2025",4,71000,museum tour
T1945,1449,Denver,01/12/2025,4,139000,"food tour, cultural show"
T1946,1761,Rome,02/18/2025,6,295000,hiking
T1947,1761,Cape Town,2023-01-24,3,251000,"museum tour, hiking"
T1948,1761,Bali,12/13/2022,10,108000,"hiking, food tour"
T1949,1761,Denver,02/12/2024,4,164000,"food tour, hiking, museum tour"
T1950,1839,Phuket,"December 04, 2022",9,604000,"hiking, safari"
T1951,1066,Paris,06/20/2023,10,481000,safari
T1952,1066,Paris,2023-08-29,3,596000,hiking
T1953,1066,Paris,2024-09-23,8,452000,hiking
T1954,1066,Rome,"April 27, 2024",9,222000,hiking
T1955,1066,Banff,12/27/2021,4,292000,"hiking, safari, kayaking"
T1956,1772,Barcelona,07/09/2023,7,158000,"snorkeling, beach, spa"
T1957,1435,Bali,01/09/2024,10,124000,spa
T1958,1339,Tokyo,"June 05, 2023",6,94000,"spa, shopping"
T1959,1339,Bali,2025-04-08,9,101000,wine tasting
T1960,1339,Tokyo,"September 14, 2023",7,83000,"wine tasting, shopping, spa"
T1961,1339,Cancun,03/08/2023,6,96000,spa
T1962,1576,Cape Town,"December 09, 2021",9,260000,kayaking
T1963,1552,Barcelona,2024-09-05,10,202000,"kayaking, safari, hiking"
T1964,1294,Tokyo,2025-04-13,7,88000,kayaking
T1965,1294,Tokyo,"January 28, 2024",3,81000,safari
T1966,1294,Cancun,07/06/2024,3,82000,"safari, hiking, kayaking"
T1967,1538,Barcelona,"May 23, 2023",8,189000,"beach, spa"
T1968,1538,Barcelona,2024-12-08,5,197000,"snorkeling, spa, beach"
T1969,1538,Barcelona,03/10/2025,8,151000,snorkeling
T1970,1538,Bali,2021-11-29,7,106000,"beach, snorkeling"
T1971,1748,Rome,"October 03, 2022",9,292000,safari
T1972,1748,Barcelona,10/09/2023,6,159000,"safari, hiking, kayaking"
T1973,1748,Cancun,03/13/2022,3,71000,hiking
T1974,1748,Cancun,"July 22, 2023",3,94000,"kayaking, hiking, safari"
T1975,1245,Barcelona,2022-07-15,9,148000,"hiking, kayaking"
T1976,1257,Cape Town,2022-08-20,7,322000,hiking
T1977,1257,Cancun,2024-11-12,7,82000,"hiking, kayaking"
T1978,1257,Denver,05/14/2023,6,137000,"kayaking, safari"
T1979,1257,Tokyo,"July 20, 2023",5,83000,"hiking, safari, kayaking"
T1980,1257,Barcelona,2024-03-11,7,192000,"safari, hiking"
T1981,1161,Cancun,01/12/2025,4,80000,"beach, spa"
T1982,1161,Cancun,"January 08, 2023",5,92000,"beach, snorkeling, spa"
T1983,1161,Cancun,2024-09-16,6,72000,"spa, snorkeling"
T1984,1161,Cancun,"February 19, 2022",8,92000,"snorkeling, spa"
T1985,1161,Cancun,"September 24, 2023",7,73000,"snorkeling, beach"
T1986,1893,Rome,06/20/2024,10,321000,hiking
T1987,1893,Banff,09/02/2024,7,338000,"hiking, kayaking"
T1988,1893,Tokyo,"June 28, 2025",10,86000,hiking
T1989,1639,Cape Town,09/23/2022,4,333000,"food tour, cultural show, museum tour"
T1990,1639,Cancun,2022-12-15,4,72000,"cultural show, food tour"
T1991,1525,Tokyo,2022-07-25,10,97000,"shopping, spa"
T1992,1525,Barcelona,"May 07, 2023",9,180000,spa
T1993,1525,Banff,2021-12-18,9,335000,wine tasting
T1994,1525,Tokyo,"October 20, 2024",4,98000,"wine tasting, spa"
T1995,1467,Denver,"May 24, 2022",4,184000,"wine tasting, shopping"
T1996,1467,Banff,02/07/2025,3,242000,"spa, shopping, wine tasting"
T1997,1467,Cancun,"March 27, 2024",7,65000,"shopping, wine tasting, spa"
T1998,1467,Tokyo,06/06/2024,10,86000,"spa, shopping"
T1999,1860,Denver,2023-11-16,3,186000,"spa, snorkeling"
T2000,1860,Tokyo,2021-10-13,9,111000,"snorkeling, spa, beach"
T2001,1860,Banff,2022-10-09,3,263000,spa
T2002,1647,Cancun,"February 02, 2024",5,84000,beach
T2003,1647,Cape Town,07/13/2021,9,224000,"spa, snorkeling, beach"
T2004,1247,Cape Town,"August 04, 2024",7,260000,"shopping, wine tasting, spa"
T2005,1247,Tokyo,2022-01-08,7,113000,"spa, wine tasting"
T2006,1247,Cancun,05/01/2023,6,78000,shopping
T2007,1247,Denver,07/29/2023,5,171000,"spa, wine tasting"
T2008,1546,Rome,2023-06-27,10,220000,"beach, snorkeling, spa"
T2009,1239,Tokyo,2023-01-13,4,81000,hiking
T2010,1239,Cape Town,2024-10-06,10,248000,"food tour, hiking, museum tour"
T2011,1239,Phuket,2025-05-16,3,612000,hiking
T2012,1220,Tokyo,"May 01, 2025",10,100000,"snorkeling, beach, spa"
T2013,1220,Cape Town,06/03/2022,4,323000,"beach, snorkeling, spa"
T2014,1220,Phuket,"February 27, 2022",4,418000,"spa, snorkeling, beach"
T2015,1834,Cancun,01/03/2025,5,76000,museum tour
T2016,1834,Cancun,10/15/2023,6,77000,"museum tour, food tour, cultural show"
T2017,1834,Cancun,2023-06-26,8,95000,"food tour, museum tour, cultural show"
T2018,1834,Cancun,2021-12-07,6,82000,"food tour, museum tour"
T2019,1834,Cancun,"May 27, 2022",9,71000,museum tour
T2020,1092,Tokyo,"August 02, 2023",5,119000,"snorkeling, spa, beach"
T2021,1092,Cape Town,"September 02, 2022",8,304000,beach
T2022,1092,Barcelona,04/23/2024,5,173000,snorkeling
T2023,1092,Banff,2022-12-18,4,299000,"beach, snorkeling, spa"
T2024,1092,Tokyo,"September 25, 2023",3,106000,beach
T2025,1114,Bali,"September 29, 2021",10,107000,kayaking
T2026,1114,Cancun,2025-01-07,10,82000,safari
T2027,1114,Banff,2023-06-19,10,255000,"safari, kayaking"
T2028,1114,Barcelona,2023-09-30,8,177000,"hiking, kayaking"
T2029,1541,Denver,2022-08-07,10,180000,"snorkeling, beach"
T2030,1541,Denver,07/17/2022,10,193000,"beach, spa, snorkeling"
T2031,1984,Tokyo,"July 19, 2024",7,103000,"shopping, wine tasting, spa"
T2032,1984,Phuket,2023-06-29,10,416000,shopping
T2033,1984,Barcelona,06/03/2025,4,173000,"spa, wine tasting, shopping"
T2034,1984,Tokyo,"January 14, 2023",6,90000,"shopping, wine tasting"
T2035,1076,Denver,05/01/2022,9,143000,"safari, kayaking, hiking"
T2036,1986,Banff,2022-05-19,3,297000,"shopping, wine tasting"
T2037,1986,Rome,01/29/2024,10,293000,"shopping, spa"
T2038,1986,Banff,12/28/2021,5,268000,shopping
T2039,1837,Barcelona,2022-03-09,7,154000,"spa, snorkeling"
T2040,1837,Tokyo,"February 21, 2023",3,112000,"beach, snorkeling, spa"
T2041,1837,Denver,02/26/2025,4,150000,spa
T2042,1837,Bali,2024-10-20,7,121000,snorkeling
T2043,1837,Denver,04/13/2022,9,146000,"snorkeling, beach, spa"
T2044,1913,Paris,"January 01, 2024",5,543000,"hiking, museum tour, food tour"
T2045,1913,Bali,01/25/2022,5,93000,"hiking, museum tour"
T2046,1132,Denver,2022-12-01,5,145000,food tour
T2047,1132,Cancun,"November 04, 2022",4,92000,"cultural show, museum tour, food tour"
T2048,1527,Cancun,11/20/2023,3,84000,beach
T2049,1791,Banff,05/25/2024,7,333000,"safari, hiking, kayaking"
T2050,1791,Cancun,2021-12-11,9,81000,"kayaking, safari"
T2051,1791,Bali,"January 10, 2025",4,110000,"safari, kayaking"
T2052,1791,Denver,"February 20, 2025",4,155000,kayaking
T2053,1058,Tokyo,2022-06-16,9,105000,hiking
T2054,1058,Denver,2023-07-15,9,160000,"kayaking, safari, hiking"
T2055,1058,Cancun,11/15/2024,3,95000,safari
T2056,1289,Banff,10/15/2023,5,296000,"hiking, museum tour, food tour"
T2057,1289,Denver,2023-02-06,8,167000,"food tour, hiking, museum tour"
T2058,1289,Cancun,09/07/2021,10,69000,museum tour
T2059,1246,Barcelona,"June 09, 2025",6,151000,"safari, kayaking"
T2060,1246,Paris,"June 09, 2022",9,423000,"safari, kayaking"
T2061,1370,Cape Town,"September 03, 2022",4,276000,"shopping, wine tasting, spa"
T2062,1370,Banff,10/16/2023,10,318000,spa
T2063,1876,Bali,2023-12-31,9,115000,"food tour, museum tour"
T2064,1876,Cancun,2022-04-16,9,81000,cultural show
T2065,1040,Bali,11/09/2023,5,90000,beach
T2066,1040,Rome,"October 04, 2023",4,281000,"beach, snorkeling"
T2067,1040,Rome,"April 14, 2024",4,300000,beach
T2068,1040,Cape Town,2022-03-27,4,308000,"spa, snorkeling"
T2069,1089,Cancun,"December 07, 2023",5,67000,"food tour, museum tour, cultural show"
T2070,1089,Rome,06/19/2025,10,298000,"food tour, museum tour, cultural show"
T2071,1089,Bali,2021-08-01,6,88000,"museum tour, food tour"
T2072,1089,Tokyo,"June 05, 2023",5,86000,food tour
T2073,1192,Banff,2022-06-18,5,272000,spa
T2074,1192,Cancun,2022-10-13,8,69000,spa
T2075,1430,Cancun,2023-12-11,3,84000,hiking
T2076,1430,Denver,"November 17, 2021",6,156000,"kayaking, safari, hiking"
T2077,1430,Denver,"February 14, 2025",4,177000,"kayaking, safari, hiking"
T2078,1430,Cancun,02/08/2024,9,73000,"kayaking, safari"
T2079,1068,Cancun,2023-01-02,6,88000,spa
T2080,1068,Bali,"May 21, 2025",4,117000,snorkeling
T2081,1068,Bali,2022-10-23,3,107000,snorkeling
T2082,1741,Rome,04/06/2023,4,228000,food tour
T2083,1741,Paris,04/02/2022,10,481000,"museum tour, hiking, food tour"
T2084,1543,Phuket,10/22/2022,5,438000,"safari, hiking"
T2085,1139,Tokyo,"November 20, 2024",6,98000,wine tasting
T2086,1139,Cancun,"October 31, 2023",7,87000,"shopping, wine tasting, spa"
T2087,1139,Cape Town,"November 26, 2024",9,302000,shopping
T2088,1139,Denver,2023-03-07,8,153000,"wine tasting, spa, shopping"
T2089,1395,Banff,2021-08-01,9,281000,"kayaking, safari"
T2090,1969,Barcelona,02/26/2025,10,178000,"snorkeling, beach, spa"
T2091,1969,Barcelona,"December 09, 2024",5,212000,"spa, snorkeling"
T2092,1969,Rome,"July 31, 2022",9,282000,beach
T2093,1969,Bali,"November 02, 2021",9,98000,"beach, spa, snorkeling"
T2094,1118,Cape Town,2024-10-02,7,299000,"spa, snorkeling"
T2095,1118,Denver,2021-10-29,5,145000,"beach, spa, snorkeling"
T2096,1118,Tokyo,2023-03-11,4,83000,"spa, snorkeling"
T2097,1118,Barcelona,2024-06-13,9,156000,"beach, spa, snorkeling"
T2098,1658,Denver,03/25/2024,10,161000,beach
T2099,1658,Bali,2024-04-23,4,103000,spa
T2100,1658,Barcelona,2022-09-04,6,213000,"spa, beach"
T2101,1927,Tokyo,"April 10, 2025",4,106000,shopping
T2102,1796,Cape Town,2023-12-15,6,236000,kayaking
T2103,1796,Denver,"January 27, 2022",7,184000,"safari, hiking, kayaking"
T2104,1796,Denver,2022-07-08,5,131000,safari
T2105,1796,Phuket,05/30/2024,4,596000,"hiking, kayaking, safari"
T2106,1350,Cancun,2025-05-22,10,87000,"beach, spa, snorkeling"
T2107,1734,Rome,02/16/2022,7,222000,"spa, snorkeling"
T2108,1734,Cancun,06/30/2021,8,92000,"snorkeling, spa"
T2109,1734,Tokyo,"November 03, 2022",9,117000,"snorkeling, spa, beach"
T2110,1734,Rome,2025-06-07,10,321000,"snorkeling, spa"
T2111,1879,Denver,2025-05-20,5,168000,"safari, kayaking, hiking"
T2112,1879,Bali,05/25/2024,7,88000,safari
T2113,1879,Cape Town,2022-11-19,3,228000,"hiking, safari, kayaking"
T2114,1879,Banff,"June 28, 2025",10,323000,"kayaking, safari"
T2115,1554,Cape Town,02/28/2024,7,240000,wine tasting
T2116,1554,Rome,08/11/2024,9,281000,"shopping, wine tasting, spa"
T2117,1385,Rome,04/30/2022,4,275000,snorkeling
T2118,1385,Phuket,2023-03-18,3,535000,"spa, snorkeling"
T2119,1936,Cancun,"November 05, 2023",6,83000,"safari, hiking"
T2120,1936,Cancun,06/27/2024,4,87000,safari
T2121,1936,Cancun,"September 10, 2022",9,78000,"kayaking, safari, hiking"
T2122,1936,Cancun,"November 18, 2021",3,87000,kayaking
T2123,1936,Cancun,"May 08, 2023",10,70000,"hiking, safari, kayaking"
T2124,1608,Barcelona,2022-06-15,3,179000,"snorkeling, beach, spa"
T2125,1608,Bali,08/12/2022,9,104000,"spa, snorkeling"
T2126,1608,Rome,12/05/2022,9,221000,"beach, spa, snorkeling"
T2127,1014,Tokyo,2024-12-13,9,96000,food tour
T2128,1375,Tokyo,2022-11-26,4,112000,"cultural show, food tour, museum tour"
T2129,1375,Cape Town,2024-12-09,9,232000,food tour
T2130,1375,Bali,"January 04, 2022",4,96000,"museum tour, food tour, cultural show"
T2131,1082,Cancun,"March 23, 2024",5,78000,"hiking, safari, kayaking"
T2132,1082,Cancun,01/15/2025,8,85000,"kayaking, hiking"
T2133,1082,Cancun,2025-03-30,8,86000,hiking
T2134,1082,Cancun,"September 19, 2021",10,95000,kayaking
T2135,1597,Bali,"November 24, 2021",6,114000,hiking
T2136,1597,Tokyo,2022-10-16,9,111000,safari
T2137,1702,Bali,02/08/2024,10,121000,safari
T2138,1779,Barcelona,09/19/2024,9,173000,"snorkeling, beach, spa"
T2139,1779,Rome,2022-01-09,10,279000,"snorkeling, spa"
T2140,1756,Banff,"June 27, 2025",7,324000,"safari, hiking, kayaking"
T2141,1756,Bali,"October 15, 2023",5,131000,"safari, hiking, kayaking"
T2142,1756,Barcelona,2023-01-02,10,158000,hiking
T2143,1756,Tokyo,04/02/2022,9,117000,"safari, kayaking, hiking"
T2144,1088,Cancun,03/11/2025,7,83000,beach
T2145,1363,Barcelona,07/09/2024,10,184000,hiking
T2146,1363,Cape Town,04/12/2022,4,312000,"kayaking, hiking"
T2147,1273,Cancun,2022-10-29,8,78000,hiking
T2148,1273,Cancun,08/11/2024,8,95000,"hiking, food tour"
T2149,1652,Barcelona,2022-08-28,5,167000,spa
T2150,1652,Barcelona,10/08/2022,4,179000,beach
T2151,1652,Bali,"April 28, 2024",4,110000,"spa, snorkeling, beach"
T2152,1652,Bali,12/23/2021,10,95000,"spa, snorkeling, beach"
T2153,1652,Cancun,"January 30, 2024",8,66000,"spa, beach, snorkeling"
T2154,1172,Banff,12/06/2021,3,258000,"kayaking, safari"
T2155,1172,Denver,"October 18, 2022",4,162000,"hiking, safari, kayaking"
T2156,1172,Rome,12/17/2023,9,293000,"hiking, safari"
T2157,1559,Banff,"June 15, 2023",7,297000,hiking
T2158,1559,Cancun,"May 11, 2023",7,73000,"kayaking, hiking"
T2159,1559,Cape Town,2021-07-14,8,333000,"hiking, kayaking, safari"
T2160,1559,Banff,06/08/2023,9,331000,"kayaking, safari"
T2161,1103,Cancun,05/28/2022,3,77000,hiking
T2162,1103,Bali,"October 05, 2023",7,104000,"hiking, safari"
T2163,1759,Barcelona,"October 07, 2021",7,186000,"kayaking, hiking"
T2164,1759,Cape Town,"August 21, 2023",8,291000,"hiking, kayaking, safari"
T2165,1759,Banff,2023-02-10,3,327000,kayaking
T2166,1759,Banff,2023-07-20,10,269000,kayaking
T2167,1759,Cancun,"March 01, 2024",3,79000,"hiking, safari"
T2168,1671,Bali,02/05/2025,8,124000,"shopping, wine tasting"
T2169,1671,Cancun,"July 23, 2021",10,69000,"spa, shopping"
T2170,1671,Bali,"June 22, 2025",8,108000,"shopping, spa, wine tasting"
T2171,1671,Bali,"January 16, 2022",5,92000,"spa, wine tasting"
T2172,1371,Cancun,02/19/2022,10,77000,"safari, kayaking, hiking"
T2173,1371,Rome,2024-01-31,6,228000,safari
T2174,1371,Denver,07/28/2022,5,186000,safari
T2175,1371,Cape Town,05/16/2023,9,241000,"kayaking, safari, hiking"
T2176,1371,Barcelona,02/21/2024,4,200000,"safari, kayaking, hiking"
T2177,1045,Barcelona,2025-04-09,9,178000,museum tour
T2178,1045,Rome,2024-01-18,8,260000,food tour
T2179,1045,Barcelona,05/31/2023,10,193000,cultural show
T2180,1045,Cape Town,2022-11-17,5,329000,"cultural show, museum tour, food tour"
T2181,1428,Cancun,2025-01-05,6,69000,museum tour
T2182,1428,Cancun,2021-07-05,6,94000,"museum tour, cultural show, food tour"
T2183,1428,Denver,2024-04-11,10,141000,"museum tour, food tour"
T2184,1428,Tokyo,2022-05-30,5,89000,cultural show
T2185,1453,Cape Town,2024-11-04,6,323000,"safari, kayaking"
T2186,1453,Banff,"September 26, 2021",7,249000,"safari, kayaking, hiking"
T2187,1521,Cancun,"January 20, 2025",6,74000,"hiking, kayaking"
T2188,1521,Cancun,2025-03-11,4,78000,safari
T2189,1521,Cancun,2023-01-17,9,68000,kayaking
T2190,1521,Cancun,08/03/2022,3,71000,hiking
T2191,1521,Cancun,2024-03-08,4,89000,"safari, kayaking"
T2192,1823,Paris,2025-03-21,10,487000,hiking
T2193,1823,Paris,09/13/2024,5,459000,"hiking, kayaking"
T2194,1823,Cape Town,2022-04-02,3,272000,"safari, hiking, kayaking"
T2195,1730,Rome,"November 20, 2023",4,259000,"spa, beach, snorkeling"
T2196,1011,Denver,09/23/2023,4,162000,"cultural show, food tour, museum tour"
T2197,1011,Tokyo,2022-05-01,8,97000,"cultural show, food tour, museum tour"
T2198,1011,Bali,05/11/2022,5,104000,"museum tour, food tour, cultural show"
T2199,1011,Cancun,01/14/2024,10,76000,"food tour, museum tour, cultural show"
T2200,1214,Paris,04/27/2024,9,510000,"hiking, kayaking, safari"
T2201,1214,Cape Town,2023-10-20,5,275000,"hiking, kayaking, safari"
T2202,1214,Tokyo,04/23/2023,10,118000,"kayaking, hiking, safari"
T2203,1344,Cape Town,05/22/2023,3,324000,"safari, hiking, kayaking"
T2204,1705,Barcelona,2022-03-06,7,166000,museum tour
T2205,1705,Cancun,05/17/2023,8,87000,"cultural show, food tour"
T2206,1705,Bali,09/01/2022,9,127000,"cultural show, museum tour, food tour"
T2207,1705,Denver,2024-04-29,9,152000,"museum tour, cultural show"
T2208,1725,Rome,03/02/2022,5,291000,"shopping, wine tasting, spa"
T2209,1725,Paris,"December 13, 2024",6,557000,"spa, shopping, wine tasting"
T2210,1725,Phuket,2024-05-19,10,481000,wine tasting
T2211,1725,Tokyo,11/19/2022,3,108000,"shopping, spa, wine tasting"
T2212,1725,Cape Town,05/14/2023,8,316000,"wine tasting, spa"
T2213,1147,Denver,01/13/2023,9,130000,wine tasting
T2214,1299,Banff,11/12/2024,10,311000,safari
T2215,1283,Bali,"December 10, 2022",3,99000,cultural show
T2216,1283,Cancun,"October 18, 2021",6,68000,cultural show
T2217,1283,Barcelona,"February 03, 2023",4,147000,"cultural show, food tour, museum tour"
T2218,1750,Tokyo,"January 17, 2025",10,104000,"kayaking, safari, hiking"
T2219,1412,Tokyo,"December 19, 2024",10,111000,hiking
T2220,1634,Tokyo,2022-02-16,5,112000,kayaking
T2221,1634,Tokyo,02/17/2025,6,86000,"hiking, safari, kayaking"
T2222,1634,Denver,"July 03, 2022",9,177000,kayaking
T2223,1634,Cancun,2024-12-08,8,81000,"safari, hiking"
T2224,1634,Rome,"April 07, 2025",6,315000,safari
T2225,1800,Cancun,06/20/2022,6,68000,"kayaking, safari"
